For other formats visit : www.downloadexcelfiles.com. Original source : en.wikipedia.org/wiki/Dictionary_of_chemical_formulas
(BiO)2CO3
(C2H5)2NH
(C6H5)4Ge
(CH)3COH
(CH3)2C2O4
(CH3)2CHOH
(CH3)2CO
(CH3)2NNH2
(CH3)2SCH2CH2COO
(CH3)3CCl
(CH3)3COOC(CH3)3
(NH2)2CO
(NH4)2(Pt(SCN)6)
(NH4)2(PtCl6)
(NH4)2Ce(NO3)6
(NH4)2CO3
(NH4)2CrO4
(NH4)2Hg(SCN)4
(NH4)2SO4
(NH4)3N
(NH4)3PO4
(NH4)H2AsO4
(Cu(H2O)4)SO4H2O
Ac2O3
Ag2C2
Ag2C2O4
Ag2Cl2
Ag2CO3
Ag2Cr2O7
Ag2CrO4
Ag2F
Ag2MoO4
Ag2O
Ag2S
Ag2Se
Ag2SeO3
Ag2SeO4
Ag2SO4
Ag2Te
Ag3Br2
Ag3Br3
Ag3Cl3
Ag3I3
Ag3PO4
AgBF4
AgBr
AgBrO3
AgCl
AgCl3Cu2
AgClO3
AgClO4
AgCN
AgF
AgF2
AgI
AgIO3
AgMnO4
AgN3
AgNO3
AgO
AgONC
AgPF6
AgSNC
Al(NO3)3
Al(OH)3
Al2(CO3)3
Al2(SO4)3
Al2BeO4
Al2Br6
Al2Cl9K3
Al2CoO4
Al2F6
Al2I6
Al2MgO4
Al2O
Al2O2
Al2O3
Al2O5Si
Al2O7Si2
Al2S
Al2S3
Al2Se
Al2Te
Al3F14Na5
Al4C3
Al6BeO10
Al6O13Si2
AlBO
AlBO2
AlBr
AlBr3
AlCl
AlCl2F
AlCl2H
AlCl3
AlCl4Cs
AlCl4K
AlCl4Na
AlCl4Rb
AlCl6K3
AlCl6Na3
AlClF
AlClF2
AlClO
AlF
AlF2
AlF2O
AlF3
AlF4K
AlF4Li
AlF6K3
AlF6Li3
AlF6Na3
AlFO
AlGaInP
AlI
AlI3
AlLiO2
AlN
AlNaO2
AlO
AlO2
AlOSi
AlP
AlPO4
AlTe
AlTe2
ArClF
ArClH
ArFH
As2I4
As2Mg3
As2O3
As2O5
As2P2
As2S4
As2S5
As2Se
As2Se3
As2Se5
As3O4
As3P
As4O3
As4O5
As4S3
As4S4
AsBr3
AsBrO
AsCl3
AsCl3O
AsCl4F
AsClO
AsF3
AsF5
AsH3
AsI3
AsO
AsO2
AsP
AsP3
AsTl
Au(OH)3
Au2(SeO4)3
Au2O3
Au2S
Au2S3
Au2Se3
AuBO
AuBr
AuBr3
AuCl
AuCl3
AuCN
AuF3
AuI
AuI3
AuTe
B(OH)3
B2Cl4
B2F4
B2H6
B2O3
B2S3
B3N3H6
B4C
Ba(AlO2)2
Ba(AsO3)2
Ba(AsO4)2
Ba(C2H3O2)2
Ba(CHO2)2
Ba(ClO4)2
Ba(CN)2
Ba(MnO4)2
Ba(NbO3)2
Ba(NO2)2
Ba(NO3)2
Ba(OH)2
Ba(PO3)2
Ba(SCN)2
Ba2Na(NbO3)5
Ba2P2O7
Ba2V2O7
Ba2XeO6
Ba3(CrO4)2
Ba3(PO4)2
Ba3(VO4)2
Ba3N2
BaB6
BaBr2
BaC2
BaC2O4
BaCl2
BaCO3
BaCrO4
BaF2
BaFeSi4O10
BaHgI4
BaI2
BaK2(CrO4)2
BaMnO4
BaMoO4
BaN6
BaNb2O6
BaO
BaO2
BAs
BaS2O3
BaSe
BaSeO3
BaSeO4
BaSi2
BaSi2O5
BaSiF6
BaSiO3
BaSn3
BaSO3
BAsO4
BaTeO3
BaTiO3
BaU2O7
BaWO4
BaZrO3
BBr3
BCl3
Be(BH4)2
Be(C2H3O2)2
Be(C5H7O2)2
Be(CHO2)2
Be(OH)2
Be2C
Be3N2
BeB2
BeBr2
BeCl2
BeF2
BeI2
BeO
BeS
BeSO4
BF3
Bi(C2H3O2)3
Bi(VO3)5
Bi2(MoO4)3
Bi2O3
Bi2S3
Bi2Se3
BI3
BiBO3
BiBr3
BiC6H5O7
BiCl3
BiF3
BiI3
BiOCl
BiOI
BiPO4
